Date,Open,High,Low,Close,Adj Close,Volume
2022-11-15,35.683998,35.750000,35.375000,35.683998,35.683998,0
2022-11-16,35.542999,35.820999,35.504002,35.542999,35.542999,0
2022-11-17,35.801998,36.020000,35.693001,35.801998,35.801998,0
2022-11-18,35.840000,35.900002,35.669998,35.840000,35.840000,0
2022-11-21,35.755001,36.279999,35.752998,35.755001,35.755001,0
2022-11-22,36.290001,36.286999,36.020000,36.290001,36.290001,0
2022-11-23,36.090000,36.279999,36.000999,36.090000,36.090000,0
2022-11-24,35.980000,36.049999,35.664001,35.980000,35.980000,0
2022-11-25,35.779999,35.840000,35.553001,35.779999,35.779999,0
2022-11-28,35.956001,36.064999,35.500000,35.956001,35.956001,0
2022-11-29,35.784000,35.810001,35.330002,35.784000,35.784000,0
2022-11-30,35.417000,35.520000,35.160000,35.417000,35.417000,0
2022-12-01,35.070000,35.084999,34.750999,35.070000,35.070000,0
2022-12-02,34.790001,35.004002,34.680000,34.790001,34.790001,0
2022-12-05,34.669998,35.029999,34.569000,34.669998,34.669998,0
2022-12-06,35.040001,35.139999,34.896000,35.040001,35.040001,0
2022-12-07,35.036999,35.160000,34.889999,35.036999,35.036999,0
2022-12-08,34.900002,34.910000,34.639999,34.900002,34.900002,0
2022-12-09,34.730000,34.820000,34.648998,34.730000,34.730000,0
2022-12-12,34.708000,34.840000,34.689999,34.708000,34.708000,0
2022-12-13,34.840000,34.869999,34.521000,34.840000,34.840000,0
2022-12-14,34.590000,34.650002,34.514000,34.590000,34.590000,0
2022-12-15,34.487999,35.040001,34.480000,34.959999,34.959999,0
